ProjID,IndivID,SampleID,NameConvention,Species,CommonName,PCL_cm,FL_cm,TL_cm,Weight_g,Sex,Date,Lat,Long,FishingType,TrawlStation,TrawlName,Person,d13C,d13C_SD,WT%C,WT%C_SD,d15N,d15N_SD,WT%N,WT%N_SD,d34S,d34S_SD,WT%S,WT%S_SD,CN,Tissue,LipidExtraction,UreaExtraction,ExtractionNotes,OtherData,Notes,,Environmental Variables from the trawl
DEEDs,GB2-8-3-S,GB2-8-3-S,,Gobiosoma bosc,Naked Goby,,,3.9,0.78,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.52808778,,,,14.24468275,,,,,,,,3.450968386,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC1-8-3-S,OC1-8-3-S,,Orthopristis chrysoptera,Pigfish,,,5.3,1.93,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.0414567,,,,14.39512892,,,,,,,,3.380813947,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC2-8-3-S,OC2-8-3-S,,Orthopristis chrysoptera,Pigfish,,,4.5,1.02,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.17231544,,,,14.21459351,,,,,,,,3.360219192,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC3-8-3-S,OC3-8-3-S,,Orthopristis chrysoptera,Pigfish,,,8.7,9.34,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.10185304,,,,14.49542638,,,,,,,,3.301470694,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC4-8-3-S,OC4-8-3-S,,Orthopristis chrysoptera,Pigfish,,,5.2,1.87,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.09178698,,,,13.90367141,,,,,,,,3.321765005,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC5-8-3-S,OC5-8-3-S,,Orthopristis chrysoptera,Pigfish,,,3.5,0.52,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.12198515,,,,14.64587256,,,,,,,,3.356557995,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC6-8-3-S,OC6-8-3-S,,Orthopristis chrysoptera,Pigfish,,,4.3,0.91,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.13205121,,,,14.09423657,,,,,,,,3.390900881,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC7-8-3-S,OC7-8-3-S,,Orthopristis chrysoptera,Pigfish,,,3.8,0.58,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.51456139,,,,14.30486122,,,,,,,,3.407267348,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC8-8-3-S,OC8-8-3-S,,Orthopristis chrysoptera,Pigfish,,,5.4,1.85,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.1119191,,,,14.22462325,,,,,,,,3.326531082,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS1-8-3-S,AS1-8-3-S,,Anchoa spp.,Anchovy,,5.3,5.6,1.05,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.11852482,,,,14.91667568,,,,,,,,3.304049864,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS2-8-3-S,AS2-8-3-S,,Anchoa spp.,Anchovy,,4.7,5,0.79,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.84013555,,,,16.04000715,,,,,,,,3.317042984,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS3-8-3-S,AS3-8-3-S,,Anchoa spp.,Anchovy,,5,5.3,0.89,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.24277784,,,,15.52849014,,,,,,,,3.312275264,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS4-8-3-S,AS4-8-3-S,,Anchoa spp.,Anchovy,,6,6.3,1.4,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.46077076,,,,14.47536689,,,,,,,,3.305774921,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS5-8-3-S,AS5-8-3-S,,Anchoa spp.,Anchovy,,5,5.2,0.99,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.99112641,,,,15.87953123,,,,,,,,3.294618992,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS6-8-3-S,AS6-8-3-S,,Anchoa spp.,Anchovy,,4.7,5.3,0.9,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.19905327,,,,14.60575358,,,,,,,,3.323802725,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS7-8-3-S,AS7-8-3-S,,Anchoa spp.,Anchovy,,4.7,5.1,0.79,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.02132458,,,,15.99988817,,,,,,,,3.349906587,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS8-8-3-S,AS8-8-3-S,,Anchoa spp.,Anchovy,,5.2,5.5,1.05,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.19244756,,,,15.90962046,,,,,,,,3.368574243,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS9-8-3-S,AS9-8-3-S,,Anchoa spp.,Anchovy,,5.2,5.6,1.05,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.3937687,,,,15.5184604,,,,,,,,3.357775929,dorsal muscle,LE,,LE,environmental,,,
DEEDs,AS10-8-3-S,AS10-8-3-S,,Anchoa spp.,Anchovy,,5.6,6.1,1.28,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.60169556,,,,14.46533714,,,,,,,,3.388227869,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS1-8-3-S,MS1-8-3-S,,Menidia spp.,Silverside,,7,7.6,2.29,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.82660916,,,,14.30486122,,,,,,,,3.422239126,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS2-8-3-S,MS2-8-3-S,,Menidia spp.,Silverside,,5.9,6.3,1.32,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.5211671,,,,13.64289803,,,,,,,,3.659503809,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS4-8-3-S,MS4-8-3-S,,Menidia spp.,Silverside,,7,7.4,2.2,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.89707156,,,,13.94379039,,,,,,,,3.349150281,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS5-8-3-S,MS5-8-3-S,,Menidia spp.,Silverside,,3.8,4.1,0.35,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.3802423,,,,14.17447453,,,,,,,,3.375666405,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS6-8-3-S,MS6-8-3-S,,Menidia spp.,Silverside,,7.8,8.4,3.3,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.72594859,,,,14.09423657,,,,,,,,3.31296958,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS7-8-3-S,MS7-8-3-S,,Menidia spp.,Silverside,,5,5.5,0.9,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.91720367,,,,14.44527765,,,,,,,,3.441292852,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS8-8-3-S,MS8-8-3-S,,Menidia spp.,Silverside,,5.3,5.7,1.09,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.75614676,,,,14.5455751,,,,,,,,3.363022893,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS9-8-3-S,MS9-8-3-S,,Menidia spp.,Silverside,,6.8,7.4,2.23,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.78288459,,,,14.53554536,,,,,,,,3.506606103,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MS10-8-3-S,MS10-8-3-S,,Menidia spp.,Silverside,,8.5,9.1,4.15,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.3772827,,,,13.22204268,,,,,,,,3.38481112,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS1-8-3-S,CS1-8-3-S,,Centropristis striata,Black Sea Bass,,,6.3,3.48,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.6954059,,,,14.05857802,,,,,,,,3.288804064,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS2-8-3-S,CS2-8-3-S,,Centropristis striata,Black Sea Bass,,,6.4,3.6,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.39327234,,,,13.39736931,,,,,,,,3.273992862,dorsal muscle,LE,,LE,environmental,,,
DEEDs,PSF1-8-1-S,PSF1-8-1-S,,Pomatomus saltatrix,Bluefish,,7.6,8.1,4.35,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.63201992,,,,14.87384676,,,,17.15,0.74,1.087,0.012,3.29059537,dorsal muscle,LE,,LE,environmental,,,
DEEDs,SP1-8-1-S,SP1-8-1-S,,Symphurus plagiusa,Blackcheek Tonguefish,,,11.3,15.72,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.6954059,,,,14.71413245,,,,,,,,3.303107282,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS1-8-1-S,CS1-8-1-S,,Centropristis striata,Black Sea Bass,,,3,0.31,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.38024196,,,,13.06667806,,,,,,,,3.387691425,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS2-8-1-S,CS2-8-1-S,,Centropristis striata,Black Sea Bass,,,4.8,1.47,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.0781084,,,,13.01217103,,,,,,,,3.359156045,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS3-8-1-S,CS3-8-1-S,,Centropristis striata,Black Sea Bass,,,5.6,2.1,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.04789505,,,,13.3412092,,,,,,,,3.271834755,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS4-8-1-S,CS4-8-1-S,,Centropristis striata,Black Sea Bass,,,5.1,1.51,,9/7/23,38.78834,-75.16276,Seine,,,NM,-18.0550069,,,,13.47171029,,,,,,,,3.323093006,dorsal muscle,LE,,LE,environmental,,,
DEEDs,CS5-8-1-S,CS5-8-1-S,,Centropristis striata,Black Sea Bass,,,6.2,69.48,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.43355681,,,,13.94497094,,,,,,,,3.203186671,dorsal muscle,LE,,LE,environmental,mass is likely wrong,,
DEEDs,GB1-8-1-S,GB1-8-1-S,,Gobiosoma bosc,Naked Goby,,,2.8,0.14,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.79315782,,,,14.53220748,,,,,,,,3.578238302,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC1-8-1-S,OC1-8-1-S,,Orthopristis chrysoptera,Pigfish,,6.4,6.8,3.94,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.73273111,,,,14.32952214,,,,,,,,3.290131677,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC2-8-1-S,OC2-8-1-S,,Orthopristis chrysoptera,Pigfish,,4.9,5.3,2.12,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.42052643,,,,14.28845574,,,,,,,,3.271737809,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC3-8-1-S,OC3-8-1-S,,Orthopristis chrysoptera,Pigfish,,6.6,7,5.62,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.44066867,,,,13.29964225,,,,,,,,3.224440378,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC4-8-1-S,OC4-8-1-S,,Orthopristis chrysoptera,Pigfish,,8.5,9,11.1,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.25938854,,,,14.29757064,,,,,,,,3.227562061,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC5-8-1-S,OC5-8-1-S,,Orthopristis chrysoptera,Pigfish,,8.5,9,11.75,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.28960189,,,,13.84578309,,,,,,,,3.228451224,dorsal muscle,LE,,LE,environmental,,,
DEEDs,OC6-8-1-S,OC6-8-1-S,,Orthopristis chrysoptera,Pigfish,,9,9.6,13.45,,9/7/23,38.78834,-75.16276,Seine,,,NM,-17.39031308,,,,14.01444802,,,,,,,,3.223015812,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MC1-8-1-S,MC1-8-1-S,,Mugil curema,White Mullet,,12,13.3,26.77,,9/7/23,38.78834,-75.16276,Seine,,,NM,-20.84470674,,,,10.12581312,,,,7.27,0.89,1.269,0.019,3.343067286,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MC2-8-1-S,MC2-8-1-S,,Mugil curema,White Mullet,,13.1,14.1,34.36,,9/7/23,38.78834,-75.16276,Seine,,,NM,-13.64385697,,,,7.399423296,,,,,,,,3.305794931,dorsal muscle,LE,,LE,environmental,,,
DEEDs,MC3-8-1-S,MC3-8-1-S,,Mugil curema,White Mullet,,14.1,15.5,48.77,,9/7/23,38.78834,-75.16276,Seine,,,NM,-16.70547701,,,,12.11223707,,,,9.13,0.78,1.176,0.015,3.643963628,dorsal muscle,LE,,LE,environmental,,,
DEEDs,KW2-12-1-S,KW2-12-1-S,,Busycon carica,Knobbed Whelk,,,21.8,869.95,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.76227833,0.129328642,45.80272356,0.291023304,12.705874,0.192822722,12.72667724,0.110403751,,,,,3.598953812,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS1-12-1-S,PS1-12-1-S,,Pagurus sp.,Hermit Crab,,,2.2,0.37,,10/4/23,38.78834,-75.16276,Seine,,,NM,-17.10501525,0.129361186,37.75661877,0.189017174,10.02929918,0.191880848,9.561139951,0.088976378,,,,,3.948966228,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS2-12-1-S,PS2-12-1-S,,Pagurus sp.,Hermit Crab,,,2,0.46,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.57783851,0.129312192,40.53245864,0.26211981,8.914395089,0.191643016,10.78767421,0.094043114,,,,,3.757293542,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS1-12-2-S,PS1-12-2-S,,Pagurus sp.,Hermit Crab,,,1.6,0.3,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.71790025,0.129324836,33.77575243,0.193057709,10.32009998,0.191957876,8.566472457,0.099061181,,,,,3.942784221,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS2-12-2-S,PS2-12-2-S,,Pagurus sp.,Hermit Crab,,,1.7,0.13,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.87703468,0.129339609,41.31299885,0.216139786,6.934132218,0.191446129,8.67238925,0.098786727,,,,,4.763738995,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS5-12-2-S,PS5-12-2-S,,Pagurus sp.,Hermit Crab,,,1.4,0.18,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.3879415,0.129295958,44.06545171,0.380075474,9.215258198,0.191698201,10.48992048,0.161870642,,,,,4.200742209,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS1-12-3-S,PS1-12-3-S,,Pagurus sp.,Hermit Crab,,,2.2,0.1,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.96003515,0.129261231,44.28353445,0.280879516,9.897482906,0.191847973,10.84848776,0.130733297,,,,,4.082000685,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS2-12-3-S,PS2-12-3-S,,Pagurus sp.,Hermit Crab,,,1.8,0.13,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.32488264,0.12929079,46.05015011,0.423349264,10.63706279,0.192048884,12.19603231,0.135018429,,,,,3.775830447,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS8-12-3-S,PS8-12-3-S,,Pagurus sp.,Hermit Crab,,,1.8,0.19,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.18644476,0.129206654,39.21007745,0.317643247,9.499015377,0.191756345,9.898921358,0.157175387,,,,,3.961045454,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS1-12-4-S,PS1-12-4-S,,Pagurus sp.,Hermit Crab,,,,0.06,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.95443292,0.129261289,39.02898499,0.209044758,7.277257035,0.191459535,7.979070167,0.102281664,,,,,4.8914202,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PS2-12-4-S,PS2-12-4-S,,Pagurus sp.,Hermit Crab,,,1,0.01,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.03463526,0.129197562,48.06211537,0.243958848,8.201983446,0.191538902,11.25435989,0.098954087,,,,,4.270533006,muscle,LE,,LE,environmental,"lengths are shell length, weights are body only",,
DEEDs,PH1-12-1-S,PH1-12-1-S,,Panopeus herbstii,Mud Crab,,,0.9,0.18,,10/4/23,38.78834,-75.16276,Seine,,,NM,-18.33735838,0.129496021,42.44256507,0.30134526,9.755604316,0.191814012,9.314628608,0.136311924,,,,,4.556549365,muscle,LE,,LE,environmental,,,
DEEDs,PH2-12-1-S,PH2-12-1-S,,Panopeus herbstii,Mud Crab,,,1.2,0.4,,10/4/23,38.78834,-75.16276,Seine,,,NM,-17.95758052,0.129452038,42.5003825,0.267202478,10.97415022,0.192153727,10.77495827,0.137094677,,,,,3.944366321,muscle,LE,,LE,environmental,,,
DEEDs,CSC1-12-1-S,CSC1-12-1-S,,Callinectes sapidus,Blue Crab,,,10.9,87.61,,10/4/23,38.78834,-75.16276,Seine,,,NM,-17.66611287,0.129420018,43.74242787,0.375165517,12.04377391,0.192541237,13.09564773,0.266169425,,,,,3.340226368,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC3-12-1-S,CSC3-12-1-S,,Callinectes sapidus,Blue Crab,,,11.7,117.15,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.23634243,0.129284243,49.17025634,0.435544884,11.21564569,0.192233937,14.76643614,0.30725413,,,,,3.329866182,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC1-12-2-S,CSC1-12-2-S,,Callinectes sapidus,Blue Crab,,,3.1,2.26,,10/4/23,38.78834,-75.16276,Seine,,,NM,-18.26762388,0.129488068,34.92070954,0.233008496,12.71996124,0.192829056,10.50550874,0.182497536,,,,,3.324037933,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC1-12-3-S,CSC1-12-3-S,,Callinectes sapidus,Blue Crab,,,13.3,94.32,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.97230729,0.12934985,52.47498834,0.590844295,12.44022898,0.192705975,14.3118278,0.179305331,,,,,3.666546933,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC2-12-3-S,CSC2-12-3-S,,Callinectes sapidus,Blue Crab,,,4.4,5.82,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.53823439,0.129310181,33.13258477,0.212109836,12.50362154,0.192733372,9.769607095,0.089356111,,,,,3.391393783,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC1-12-4-S,CSC1-12-4-S,,Callinectes sapidus,Blue Crab,,,13.6,96.4,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.97664479,0.129263755,46.71314789,0.353305019,10.29997536,0.191952346,13.294046,0.234785058,,,,,3.513839796,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC2-12-4-S,CSC2-12-4-S,,Callinectes sapidus,Blue Crab,,,9.6,53,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.50828757,0.129307725,35.31234205,0.188650409,10.76384791,0.192087343,9.920225021,0.095297056,,,,,3.559631155,claw muscle,LE,,LE,environmental,,,
DEEDs,CSC3-12-4-S,CSC3-12-4-S,,Callinectes sapidus,Blue Crab,,,13.5,82.7,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.50485829,0.129307508,39.18362555,0.330117165,12.85077128,0.192888551,11.85727227,0.240840607,,,,,3.304607052,claw muscle,LE,,LE,environmental,,,
DEEDs,PV1-12-2-S,PV1-12-2-S,,Palaemon vulgaris,Grass Shrimp,,,3.3,0.28,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.06740067,0.129200731,40.09546413,0.309058817,14.64790009,0.193830377,11.54337206,0.209516398,,,,,3.473461994,muscle,LE,,LE,environmental,,,
DEEDs,PV3-12-3-S,PV3-12-3-S,,Palaemon vulgaris,Grass Shrimp,,,2.1,0.13,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.93948492,0.129261449,55.09303927,0.369355264,13.04296143,0.192978202,16.59791868,0.152757138,,,,,3.319273961,muscle,LE,,LE,environmental,,,
DEEDs,PV4-12-3-S,PV4-12-3-S,,Palaemon vulgaris,Grass Shrimp,,,2.6,0.11,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.61179948,0.129317425,45.82779975,0.476034705,13.11138515,0.193010763,12.63575468,0.271030917,,,,,3.626835192,muscle,LE,,LE,environmental,,,
DEEDs,PV5-12-3-S,PV5-12-3-S,,Palaemon vulgaris,Grass Shrimp,,,2.8,0.13,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.00690028,0.129266859,43.21280258,0.341818957,12.90611399,0.192914094,12.3723186,0.227133039,,,,,3.492700436,muscle,LE,,LE,environmental,,,
DEEDs,PV6-12-3-S,PV6-12-3-S,,Palaemon vulgaris,Grass Shrimp,,,2.8,0.17,,10/4/23,38.78834,-75.16276,Seine,,,NM,-17.15622524,0.129368679,49.53126276,0.552001316,12.64952506,0.192797531,14.03867052,0.324294597,,,,,3.528201812,muscle,LE,,LE,environmental,,,
DEEDs,PV1-12-4-S,PV1-12-4-S,,Palaemon vulgaris,Grass Shrimp,,,2.5,0.15,,10/4/23,38.78834,-75.16276,Seine,,,NM,-18.11782949,0.12947172,38.33724032,0.245798291,13.78254131,0.193347984,10.76906248,0.165203379,,,,,3.559942232,muscle,LE,,LE,environmental,,,
DEEDs,PV2-12-4-S,PV2-12-4-S,,Palaemon vulgaris,Grass Shrimp,,,2.7,0.32,,10/4/23,38.78834,-75.16276,Seine,,,NM,-17.03491965,0.129357009,48.06701255,0.249583975,13.56016423,0.193232668,13.44469718,0.165429878,,,,,3.57516513,muscle,LE,,LE,environmental,,,
DEEDs,PV3-12-4-S,PV3-12-4-S,,Palaemon vulgaris,Grass Shrimp,,,3,0.31,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.65570347,0.12924074,47.24383784,0.301625344,11.73385472,0.192420395,13.68653282,0.122608903,,,,,3.451848504,muscle,LE,,LE,environmental,,,
DEEDs,PV4-12-4-S,PV4-12-4-S,,Palaemon vulgaris,Grass Shrimp,,,2.2,0.15,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.99494626,0.12935333,51.13522497,0.341633806,13.70003036,0.193304784,14.60860521,0.237058962,,,,,3.500349571,muscle,LE,,LE,environmental,,,
DEEDs,PV5-12-4-S,PV5-12-4-S,,Palaemon vulgaris,Grass Shrimp,,,2.4,0.21,,10/4/23,38.78834,-75.16276,Seine,,,NM,-16.61291259,0.1293181,47.82156827,0.393654635,13.72216744,0.193316326,13.43931564,0.248294734,,,,,3.55833359,muscle,LE,,LE,environmental,,,
DEEDs,PH1-12-3-S,PH1-12-3-S,,Panopeus herbstii,Mud Crab,,,3.1,10.52,,10/4/23,38.78834,-75.16276,Seine,,,NM,-15.8160772,0.129252795,40.86787979,0.317690951,13.18584625,0.193046579,12.39258012,0.108492106,,,,,3.297770068,claw muscle,LE,,LE,environmental,,,
DEEco,BC-06-60-1,BC-06-60-1,,Bairdiella chrysoura,Silver Perch,,,14.5,37.71,,6/5/24,39.0095,74.955333,Trawl,60,NJBAY,NM,-18.01264133,0.129086273,43.99243607,0.119191126,15.4762781,0.192400329,13.61132825,0.162984655,,,,,3.232045784,dorsal muscle,LE,,,,,,
DEEco,BC-06-60-4,BC-06-60-4,,Bairdiella chrysoura,Silver Perch,,,14.6,44.91,,6/5/24,39.0095,74.955333,Trawl,60,NJBAY,NM,-17.28571556,0.129023131,45.37639623,0.117224831,16.16081737,0.192845675,14.04055414,0.164070743,,,,,3.231809498,dorsal muscle,LE,,,,,,
DEEco,OM-06-12-3,OM-06-12-3,,Ophidion marginatum,Striped Cusk Eel,,,9,3.05,,6/6/24,39.345333,75.368333,Trawl,12,NJBAY,NM,-18.08984587,0.129093556,46.65190659,0.102022185,16.22514999,0.192889077,14.44745588,0.15459229,,,,,3.229074169,dorsal muscle,LE,,,,,,
DEEco,OM-06-12-5,OM-06-12-5,,Ophidion marginatum,Striped Cusk Eel,,,8.1,1.91,,6/6/24,39.345333,75.368333,Trawl,12,NJBAY,NM,-16.92074869,0.128995138,46.04494161,0.148801762,15.51950158,0.192427556,14.44551521,0.19276026,,,,,3.187490439,dorsal muscle,LE,,,,,,
DEEco,OM-06-30-1,OM-06-30-1,,Ophidion marginatum,Striped Cusk Eel,,,16.4,24.88,,6/5/24,39.208666,75.085,Trawl,30,NJBAY,NM,-17.17141275,0.129014097,49.36775375,0.276622746,16.12965626,0.192824747,14.97750785,0.262341592,,,,,3.296126047,dorsal muscle,LE,,,,,,
DEEco,OM-06-31N-2,OM-06-31N-2,,Ophidion marginatum,Striped Cusk Eel,,,9,3.19,,6/5/24,39.191333,75.037,Trawl,31,NJBAY,NM,-17.6216054,0.129051085,39.66473197,0.172044294,15.70847865,0.19254801,12.46779542,0.194121726,,,,,3.181374944,dorsal muscle,LE,,,,,,
DEEco,CSC-06-15-5,CSC-06-15-5,,Callinectes sapidus,Blue Crab,,,4.6,5.91,,6/6/24,39.302333,75.306333,Trawl,15,NJBAY,NM,-19.96481304,0.129304414,43.51898016,0.205285684,16.1145783,0.192814643,13.81748795,0.227185211,,,,,3.149558032,claw muscle,LE,,,,,,
DEEco,CSC-06-29A-4,CSC-06-29A-4,,Callinectes sapidus,Blue Crab,,,6.6,20.23,,6/5/24,39.1911666,75.1248333,Trawl,29A,NJBAY,NM,-17.83116055,0.129069588,38.67881795,0.101671268,12.78737568,0.190945867,12.31402401,0.151534885,,,,,3.141038048,claw muscle,LE,,,,,,
DEEco,CSC-06-29A-5,CSC-06-29A-5,,Callinectes sapidus,Blue Crab,,,5.4,11.23,,6/5/24,39.1911666,75.1248333,Trawl,29A,NJBAY,NM,-18.24325227,0.129108357,45.86956336,0.23194072,14.24893236,0.191677793,13.87996812,0.227794335,,,,,3.304731175,claw muscle,LE,,,,,,
DEEco,CSC-06-30-2,CSC-06-30-2,,Callinectes sapidus,Blue Crab,,,7.8,30.21,,6/5/24,39.208666,75.085,Trawl,30,NJBAY,NM,-19.12157914,0.129201517,43.81957023,0.206055718,14.18560494,0.191643174,12.54279311,0.18644419,,,,,3.493605438,claw muscle,LE,,,,,,
DEEco,CSC-06-30-3,CSC-06-30-3,,Callinectes sapidus,Blue Crab,,,6.5,23.48,,6/5/24,39.208666,75.085,Trawl,30,NJBAY,NM,-17.80108087,0.129066882,25.50637092,0.044044541,14.33537932,0.191725473,8.184100142,0.073760642,,,,,3.116576102,claw muscle,LE,,,,,,
DEEco,SP-06-12-1,SP-06-12-1,,Symphurus plagiusa,Blackcheek Tonguefish,,,5.8,1.45,,6/6/24,39.345333,75.368333,Trawl,12,NJBAY,NM,-18.82379023,0.129168328,45.08182078,0.231216961,15.73863456,0.192567445,14.1437936,0.241221595,,,,,3.187392439,dorsal muscle,LE,,,,,,
DEEco,SP-06-12-2,SP-06-12-2,,Symphurus plagiusa,Blackcheek Tonguefish,,,7,3.18,,6/6/24,39.345333,75.368333,Trawl,12,NJBAY,NM,-17.83216321,0.129069679,47.33129359,0.277663206,15.17270856,0.28831877,14.73170295,0.270287419,,,,,3.212886776,dorsal muscle,LE,,,,,,
